,location,date,weight_class,finish_round,finish_round_time,no_of_rounds,finish,winner,title_bout,finish_details,r_fighter,b_fighter,date_dt
2110,"Las Vegas, Nevada, USA","May 25, 2013",Featherweight,3,5:00,3,U-DEC,Red,False,,Jeremy Stephens,Estevan Payan,2013-05-25
2111,"Jaragua do Sul, Santa Catarina, Brazil","May 18, 2013",Middleweight,1,2:32,5,KO/TKO,Red,False,Kick,Vitor Belfort,Luke Rockhold,2013-05-18
2112,"Jaragua do Sul, Santa Catarina, Brazil","May 18, 2013",Middleweight,1,3:37,3,SUB,Red,False,Arm Triangle,Jacare Souza,Chris Camozzi,2013-05-18
2113,"Jaragua do Sul, Santa Catarina, Brazil","May 18, 2013",Lightweight,3,5:00,3,U-DEC,Red,False,,Rafael Dos Anjos,Evan Dunham,2013-05-18
2114,"Jaragua do Sul, Santa Catarina, Brazil","May 18, 2013",Middleweight,3,5:00,3,U-DEC,Red,False,,Rafael Natal,Joao Zeferino,2013-05-18
2115,"Jaragua do Sul, Santa Catarina, Brazil","May 18, 2013",Featherweight,3,5:00,3,U-DEC,Blue,False,,Hacran Dias,Nik Lentz,2013-05-18
2116,"Jaragua do Sul, Santa Catarina, Brazil","May 18, 2013",Lightweight,1,3:08,3,SUB,Red,False,Arm Triangle,Francisco Trinaldo,Mike Rio,2013-05-18
2117,"Jaragua do Sul, Santa Catarina, Brazil","May 18, 2013",Lightweight,2,2:34,3,SUB,Red,False,Guillotine Choke,Gleison Tibau,John Cholish,2013-05-18
2118,"Jaragua do Sul, Santa Catarina, Brazil","May 18, 2013",Welterweight,3,5:00,3,U-DEC,Red,False,,Paulo Thiago,Michel Prazeres,2013-05-18
2119,"Jaragua do Sul, Santa Catarina, Brazil","May 18, 2013",Bantamweight,1,2:31,3,KO/TKO,Red,False,Punch,Iuri Alcantara,Iliarde Santos,2013-05-18
2120,"Jaragua do Sul, Santa Catarina, Brazil","May 18, 2013",Light Heavyweight,3,5:00,3,U-DEC,Red,False,,Fabio Maldonado,Roger Hollett,2013-05-18
2121,"Jaragua do Sul, Santa Catarina, Brazil","May 18, 2013",Flyweight,2,1:07,3,KO/TKO,Red,False,Punch,John Lineker,Azamat Gashimov,2013-05-18
2122,"Jaragua do Sul, Santa Catarina, Brazil","May 18, 2013",Flyweight,3,5:00,3,U-DEC,Red,False,,Jussier Formiga,Chris Cariaso,2013-05-18
2123,"Jaragua do Sul, Santa Catarina, Brazil","May 18, 2013",Lightweight,3,0:13,3,KO/TKO,Red,False,Punch,Lucas Martins,Jeremy Larsen,2013-05-18
2124,"Newark, New Jersey, USA","Apr 27, 2013",Light Heavyweight,1,4:33,5,KO/TKO,Red,True,Punches,Jon Jones,Chael Sonnen,2013-04-27
2125,"Newark, New Jersey, USA","Apr 27, 2013",Middleweight,3,4:31,3,U-DEC,Red,False,,Michael Bisping,Alan Belcher,2013-04-27
2126,"Newark, New Jersey, USA","Apr 27, 2013",Heavyweight,1,2:03,3,KO/TKO,Red,False,Punch,Roy Nelson,Cheick Kongo,2013-04-27
2127,"Newark, New Jersey, USA","Apr 27, 2013",Light Heavyweight,3,5:00,3,U-DEC,Red,False,,Phil Davis,Vinny Magalhaes,2013-04-27
2128,"Newark, New Jersey, USA","Apr 27, 2013",Lightweight,1,2:32,3,KO/TKO,Red,False,,Rustam Khabilov,Yancy Medeiros,2013-04-27
2129,"Newark, New Jersey, USA","Apr 27, 2013",Light Heavyweight,3,0:33,3,M-DEC,Blue,False,,Gian Villante,Ovince Saint Preux,2013-04-27
2130,"Newark, New Jersey, USA","Apr 27, 2013",Women's Bantamweight,1,4:06,3,KO/TKO,Red,False,Punches,Sara McMann,Sheila Gaff,2013-04-27
2131,"Newark, New Jersey, USA","Apr 27, 2013",Bantamweight,3,4:44,3,SUB,Red,False,Guillotine Choke,Bryan Caraway,Johnny Bedford,2013-04-27
2132,"Newark, New Jersey, USA","Apr 27, 2013",Featherweight,3,5:00,3,U-DEC,Blue,False,,Leonard Garcia,Cody McKenzie,2013-04-27
2133,"Newark, New Jersey, USA","Apr 27, 2013",Featherweight,3,5:00,3,U-DEC,Red,False,,Steven Siler,Kurt Holobaugh,2013-04-27
2134,"San Jose, California, USA","Apr 20, 2013",Lightweight,5,5:00,5,S-DEC,Red,True,,Benson Henderson,Gilbert Melendez,2013-04-20
2135,"San Jose, California, USA","Apr 20, 2013",Heavyweight,3,5:00,3,U-DEC,Blue,False,,Frank Mir,Daniel Cormier,2013-04-20
2136,"San Jose, California, USA","Apr 20, 2013",Lightweight,2,3:44,3,KO/TKO,Blue,False,Kick,Nate Diaz,Josh Thomson,2013-04-20
2137,"San Jose, California, USA","Apr 20, 2013",Welterweight,2,1:00,3,KO/TKO,Red,False,Elbows,Matt Brown,Jordan Mein,2013-04-20
2138,"San Jose, California, USA","Apr 20, 2013",Featherweight,1,1:08,3,KO/TKO,Red,False,Punch,Chad Mendes,Darren Elkins,2013-04-20
2139,"San Jose, California, USA","Apr 20, 2013",Middleweight,3,5:00,3,U-DEC,Red,False,,Francis Carmont,Lorenz Larkin,2013-04-20
2140,"San Jose, California, USA","Apr 20, 2013",Lightweight,2,1:02,3,KO/TKO,Blue,False,Punch,Ramsey Nijem,Myles Jury,2013-04-20
2141,"San Jose, California, USA","Apr 20, 2013",Flyweight,2,4:50,3,KO/TKO,Red,False,Punch,Joseph Benavidez,Darren Uyenoyama,2013-04-20
2142,"San Jose, California, USA","Apr 20, 2013",Lightweight,3,5:00,3,U-DEC,Blue,False,,Tim Means,Jorge Masvidal,2013-04-20
2143,"San Jose, California, USA","Apr 20, 2013",Bantamweight,1,4:22,3,KO/TKO,Red,False,Punches,TJ Dillashaw,Hugo Viana,2013-04-20
2144,"San Jose, California, USA","Apr 20, 2013",Lightweight,2,2:52,3,KO/TKO,Red,False,Punch,Anthony Njokuani,Roger Bowling,2013-04-20
2145,"San Jose, California, USA","Apr 20, 2013",Middleweight,1,1:32,3,KO/TKO,Blue,False,Flying Knee,Clifford Starks,Yoel Romero,2013-04-20
2146,"Las Vegas, Nevada, USA","Apr 13, 2013",Bantamweight,4,3:16,5,SUB,Red,False,Rear Naked Choke,Urijah Faber,Scott Jorgensen,2013-04-13
2147,"Las Vegas, Nevada, USA","Apr 13, 2013",Middleweight,3,5:00,3,S-DEC,Blue,True,,Uriah Hall,Kelvin Gastelum,2013-04-13
2148,"Las Vegas, Nevada, USA","Apr 13, 2013",Women's Bantamweight,3,2:55,3,KO/TKO,Blue,False,Knees,Miesha Tate,Cat Zingano,2013-04-13
2149,"Las Vegas, Nevada, USA","Apr 13, 2013",Heavyweight,1,1:11,3,KO/TKO,Red,False,Elbows,Travis Browne,Gabriel Gonzaga,2013-04-13
2150,"Las Vegas, Nevada, USA","Apr 13, 2013",Middleweight,2,2:17,3,KO/TKO,Red,False,Knee,Josh Samman,Kevin Casey,2013-04-13
2151,"Las Vegas, Nevada, USA","Apr 13, 2013",Middleweight,3,5:00,3,U-DEC,Red,False,,Luke Barnatt,Collin Hart,2013-04-13
2152,"Las Vegas, Nevada, USA","Apr 13, 2013",Middleweight,1,3:22,3,KO/TKO,Red,False,Punch,Dylan Andrews,Jimmy Quinlan,2013-04-13
2153,"Las Vegas, Nevada, USA","Apr 13, 2013",Middleweight,3,3:53,3,KO/TKO,Blue,False,Elbow,Bristol Marunde,Clint Hester,2013-04-13
2154,"Las Vegas, Nevada, USA","Apr 13, 2013",Featherweight,1,4:23,3,SUB,Red,False,Rear Naked Choke,Cole Miller,Bart Palaszewski,2013-04-13
2155,"Las Vegas, Nevada, USA","Apr 13, 2013",Featherweight,3,5:00,3,U-DEC,Blue,False,,Sam Sicilia,Maximo Blanco,2013-04-13
2156,"Las Vegas, Nevada, USA","Apr 13, 2013",Featherweight,1,1:35,3,SUB,Blue,False,Kimura,Justin Lawrence,Daniel Pineda,2013-04-13
2157,"Montreal, Quebec, Canada","Mar 16, 2013",Welterweight,5,5:00,5,U-DEC,Red,True,,Georges St-Pierre,Nick Diaz,2013-03-16
2158,"Montreal, Quebec, Canada","Mar 16, 2013",Welterweight,3,5:00,3,U-DEC,Blue,False,,Carlos Condit,Johny Hendricks,2013-03-16
2159,"Montreal, Quebec, Canada","Mar 16, 2013",Welterweight,1,3:00,3,KO/TKO,Red,False,Punch,Jake Ellenberger,Nate Marquardt,2013-03-16
2160,"Montreal, Quebec, Canada","Mar 16, 2013",Middleweight,3,5:00,3,S-DEC,Blue,False,,Nick Ring,Chris Camozzi,2013-03-16
2161,"Montreal, Quebec, Canada","Mar 16, 2013",Lightweight,3,5:00,3,U-DEC,Red,False,,Mike Ricci,Colin Fletcher,2013-03-16
2162,"Montreal, Quebec, Canada","Mar 16, 2013",Welterweight,3,5:00,3,U-DEC,Red,False,,Patrick Cote,Bobby Voelker,2013-03-16
2163,"Montreal, Quebec, Canada","Mar 16, 2013",Featherweight,1,3:06,3,KO/TKO,Blue,False,Punch,Antonio Carvalho,Darren Elkins,2013-03-16
2164,"Montreal, Quebec, Canada","Mar 16, 2013",Welterweight,1,4:42,3,KO/TKO,Blue,False,Punches,Dan Miller,Jordan Mein,2013-03-16
2165,"Montreal, Quebec, Canada","Mar 16, 2013",Lightweight,3,5:00,3,U-DEC,Red,False,,John Makdessi,Daron Cruickshank,2013-03-16
2166,"Montreal, Quebec, Canada","Mar 16, 2013",Welterweight,1,3:05,3,KO/TKO,Red,False,Punch,Rick Story,Quinn Mulhern,2013-03-16
2167,"Montreal, Quebec, Canada","Mar 16, 2013",Bantamweight,2,0:26,3,KO/TKO,Red,False,Kick,TJ Dillashaw,Issei Tamura,2013-03-16
2168,"Montreal, Quebec, Canada","Mar 16, 2013",Bantamweight,3,5:00,3,U-DEC,Red,False,,George Roop,Reuben Duran,2013-03-16
2169,"Anaheim, California, USA","Feb 23, 2013",Women's Bantamweight,1,4:49,5,SUB,Red,True,Armbar,Ronda Rousey,Liz Carmouche,2013-02-23
2170,"Anaheim, California, USA","Feb 23, 2013",Light Heavyweight,3,5:00,3,S-DEC,Red,False,,Lyoto Machida,Dan Henderson,2013-02-23
2171,"Anaheim, California, USA","Feb 23, 2013",Bantamweight,1,4:34,3,SUB,Red,False,Rear Naked Choke,Urijah Faber,Ivan Menjivar,2013-02-23
2172,"Anaheim, California, USA","Feb 23, 2013",Welterweight,3,5:00,3,U-DEC,Red,False,,Court McGee,Josh Neer,2013-02-23
2173,"Anaheim, California, USA","Feb 23, 2013",Welterweight,1,3:57,3,KO/TKO,Blue,False,Punches,Josh Koscheck,Robbie Lawler,2013-02-23
2174,"Anaheim, California, USA","Feb 23, 2013",Heavyweight,3,5:00,3,U-DEC,Red,False,,Brendan Schaub,Lavar Johnson,2013-02-23
2175,"Anaheim, California, USA","Feb 23, 2013",Lightweight,2,2:29,3,SUB,Red,False,Rear Naked Choke,Michael Chiesa,Anton Kuivanen,2013-02-23
2176,"Anaheim, California, USA","Feb 23, 2013",Featherweight,3,5:00,3,S-DEC,Red,False,,Dennis Bermudez,Matt Grice,2013-02-23
2177,"Anaheim, California, USA","Feb 23, 2013",Lightweight,3,5:00,3,S-DEC,Red,False,,Sam Stout,Caros Fodor,2013-02-23
2178,"Anaheim, California, USA","Feb 23, 2013",Welterweight,1,2:57,3,SUB,Red,False,Kneebar,Kenny Robertson,Brock Jardine,2013-02-23
2179,"Anaheim, California, USA","Feb 23, 2013",Welterweight,3,5:00,3,U-DEC,Blue,False,,Jon Manley,Neil Magny,2013-02-23
2180,"Anaheim, California, USA","Feb 23, 2013",Welterweight,3,5:00,3,U-DEC,Red,False,,Nah-Shon Burrell,Yuri Villefort,2013-02-23
2181,"London, England, United Kingdom","Feb 16, 2013",Bantamweight,4,3:57,5,SUB,Red,True,Arm Triangle,Renan Barao,Michael McDonald,2013-02-16
2182,"London, England, United Kingdom","Feb 16, 2013",Featherweight,3,5:00,3,U-DEC,Red,False,,Cub Swanson,Dustin Poirier,2013-02-16
2183,"London, England, United Kingdom","Feb 16, 2013",Light Heavyweight,1,5:00,3,KO/TKO,Red,False,,Jimi Manuwa,Cyrille Diabate,2013-02-16
2184,"London, England, United Kingdom","Feb 16, 2013",Welterweight,3,5:00,3,U-DEC,Red,False,,Gunnar Nelson,Jorge Santiago,2013-02-16
2185,"London, England, United Kingdom","Feb 16, 2013",Light Heavyweight,3,5:00,3,U-DEC,Red,False,,James Te Huna,Ryan Jimmo,2013-02-16
2186,"London, England, United Kingdom","Feb 16, 2013",Lightweight,3,5:00,3,U-DEC,Blue,False,,Terry Etim,Renee Forte,2013-02-16
2187,"London, England, United Kingdom","Feb 16, 2013",Lightweight,3,5:00,3,U-DEC,Blue,False,,Paul Sass,Danny Castillo,2013-02-16
2188,"London, England, United Kingdom","Feb 16, 2013",Featherweight,3,5:00,3,U-DEC,Red,False,,Andy Ogle,Josh Grispi,2013-02-16
2189,"London, England, United Kingdom","Feb 16, 2013",Middleweight,2,4:42,3,KO/TKO,Red,False,Knee,Tom Watson,Stanislav Nedkov,2013-02-16
2190,"London, England, United Kingdom","Feb 16, 2013",Bantamweight,3,5:00,3,U-DEC,Red,False,,Vaughan Lee,Motonobu Tezuka,2013-02-16
2191,"London, England, United Kingdom","Feb 16, 2013",Flyweight,3,5:00,3,U-DEC,Red,False,,Phil Harris,Ulysses Gomez,2013-02-16
2192,"Chicago, Illinois, USA","Jan 26, 2013",Flyweight,5,5:00,5,U-DEC,Red,True,,Demetrious Johnson,John Dodson,2013-01-26
2193,"Chicago, Illinois, USA","Jan 26, 2013",Lightweight,1,2:35,3,KO/TKO,Red,False,Kick,Anthony Pettis,Donald Cerrone,2013-01-26
2194,"Chicago, Illinois, USA","Jan 26, 2013",Featherweight,2,2:32,3,KO/TKO,Blue,False,Elbows,Erik Koch,Ricardo Lamas,2013-01-26
2195,"Chicago, Illinois, USA","Jan 26, 2013",Lightweight,1,4:51,3,KO/TKO,Red,False,Elbows,TJ Grant,Matt Wiman,2013-01-26
2196,"Chicago, Illinois, USA","Jan 26, 2013",Featherweight,3,5:00,3,S-DEC,Red,False,,Clay Guida,Hatsu Hioki,2013-01-26
2197,"Chicago, Illinois, USA","Jan 26, 2013",Welterweight,3,5:00,3,U-DEC,Blue,False,,Mike Stumpf,Pascal Krauss,2013-01-26
2198,"Chicago, Illinois, USA","Jan 26, 2013",Light Heavyweight,1,0:50,3,SUB,Red,False,Guillotine Choke,Ryan Bader,Vladimir Matyushenko,2013-01-26
2199,"Chicago, Illinois, USA","Jan 26, 2013",Heavyweight,2,3:48,3,KO/TKO,Blue,False,,Mike Russow,Shawn Jordan,2013-01-26
2200,"Chicago, Illinois, USA","Jan 26, 2013",Middleweight,3,2:13,3,SUB,Red,False,Arm Triangle,Rafael Natal,Sean Spencer,2013-01-26
2201,"Chicago, Illinois, USA","Jan 26, 2013",Welterweight,3,5:00,3,U-DEC,Blue,False,,Simeon Thoresen,David Mitchell,2013-01-26
2202,"Sao Paulo, Brazil","Jan 19, 2013",Middleweight,2,1:27,5,KO/TKO,Red,False,Kick,Vitor Belfort,Michael Bisping,2013-01-19
2203,"Sao Paulo, Brazil","Jan 19, 2013",Middleweight,3,5:00,3,S-DEC,Blue,False,,Daniel Sarafian,CB Dollaway,2013-01-19
2204,"Sao Paulo, Brazil","Jan 19, 2013",Heavyweight,2,1:01,3,SUB,Red,False,Guillotine Choke,Gabriel Gonzaga,Ben Rothwell,2013-01-19
2205,"Sao Paulo, Brazil","Jan 19, 2013",Lightweight,1,1:55,3,KO/TKO,Blue,False,Elbows,Thiago Tavares,Khabib Nurmagomedov,2013-01-19
2206,"Sao Paulo, Brazil","Jan 19, 2013",Featherweight,3,5:00,3,S-DEC,Red,False,,Godofredo Pepey,Milton Vieira,2013-01-19
2207,"Sao Paulo, Brazil","Jan 19, 2013",Middleweight,3,5:00,3,U-DEC,Red,False,,Ronny Markes,Andrew Craig,2013-01-19
2208,"Sao Paulo, Brazil","Jan 19, 2013",Featherweight,3,5:00,3,U-DEC,Blue,False,,Diego Nunes,Nik Lentz,2013-01-19
2209,"Sao Paulo, Brazil","Jan 19, 2013",Lightweight,1,2:38,3,KO/TKO,Red,False,Punches,Edson Barboza,Lucas Martins,2013-01-19
2210,"Sao Paulo, Brazil","Jan 19, 2013",Light Heavyweight,2,2:39,3,SUB,Blue,False,Kneebar,Wagner Prado,Ildemar Alcantara,2013-01-19
2211,"Sao Paulo, Brazil","Jan 19, 2013",Lightweight,2,1:50,3,SUB,Red,False,Arm Triangle,Francisco Trinaldo,CJ Keith,2013-01-19
2212,"Las Vegas, Nevada, USA","Dec 29, 2012",Heavyweight,5,5:00,5,U-DEC,Blue,True,,Junior Dos Santos,Cain Velasquez,2012-12-29
2213,"Las Vegas, Nevada, USA","Dec 29, 2012",Lightweight,3,5:00,3,U-DEC,Red,False,,Jim Miller,Joe Lauzon,2012-12-29
2214,"Las Vegas, Nevada, USA","Dec 29, 2012",Middleweight,3,5:00,3,U-DEC,Red,False,,Yushin Okami,Alan Belcher,2012-12-29
2215,"Las Vegas, Nevada, USA","Dec 29, 2012",Middleweight,3,5:00,3,U-DEC,Blue,False,,Chris Leben,Derek Brunson,2012-12-29
2216,"Las Vegas, Nevada, USA","Dec 29, 2012",Bantamweight,3,5:00,3,S-DEC,Blue,False,,Brad Pickett,Eddie Wineland,2012-12-29
2217,"Las Vegas, Nevada, USA","Dec 29, 2012",Bantamweight,1,3:50,3,KO/TKO,Red,False,Punches,Erik Perez,Byron Bloodworth,2012-12-29
2218,"Las Vegas, Nevada, USA","Dec 29, 2012",Lightweight,3,5:00,3,S-DEC,Blue,False,,Melvin Guillard,Jamie Varner,2012-12-29
2219,"Las Vegas, Nevada, USA","Dec 29, 2012",Lightweight,3,5:00,3,U-DEC,Blue,False,,Michael Johnson,Myles Jury,2012-12-29
2220,"Las Vegas, Nevada, USA","Dec 29, 2012",Heavyweight,1,2:04,3,KO/TKO,Blue,False,Punches,Philip De Fries,Todd Duffee,2012-12-29
2221,"Las Vegas, Nevada, USA","Dec 29, 2012",Featherweight,3,5:00,3,S-DEC,Blue,False,,Leonard Garcia,Max Holloway,2012-12-29
2222,"Las Vegas, Nevada, USA","Dec 29, 2012",Flyweight,3,1:11,3,SUB,Blue,False,Guillotine Choke,Chris Cariaso,John Moraga,2012-12-29
2223,"Las Vegas, Nevada, USA","Dec 15, 2012",Heavyweight,1,2:58,5,KO/TKO,Red,False,Punch,Roy Nelson,Matt Mitrione,2012-12-15
2224,"Las Vegas, Nevada, USA","Dec 15, 2012",Welterweight,3,5:00,4,U-DEC,Red,True,,Colton Smith,Mike Ricci,2012-12-15
2225,"Las Vegas, Nevada, USA","Dec 15, 2012",Heavyweight,2,0:26,3,KO/TKO,Red,False,Punch,Pat Barry,Shane del Rosario,2012-12-15
2226,"Las Vegas, Nevada, USA","Dec 15, 2012",Featherweight,1,4:15,3,SUB,Red,False,D'Arce Choke,Dustin Poirier,Jonathan Brookins,2012-12-15
2227,"Las Vegas, Nevada, USA","Dec 15, 2012",Welterweight,1,1:55,3,KO/TKO,Red,False,Knee,Mike Pyle,James Head,2012-12-15
2228,"Las Vegas, Nevada, USA","Dec 15, 2012",Bantamweight,2,1:00,3,KO/TKO,Red,False,Punch,Johnny Bedford,Marcos Vinicius,2012-12-15
2229,"Las Vegas, Nevada, USA","Dec 15, 2012",Lightweight,1,2:15,3,KO/TKO,Blue,False,Slam,Vinc Pichel,Rustam Khabilov,2012-12-15
2230,"Las Vegas, Nevada, USA","Dec 15, 2012",Welterweight,2,1:04,3,SUB,Red,False,Triangle Choke,TJ Waldburger,Nick Catone,2012-12-15
2231,"Las Vegas, Nevada, USA","Dec 15, 2012",Bantamweight,1,4:05,3,KO/TKO,Blue,False,Punch,Reuben Duran,Hugo Viana,2012-12-15
2232,"Las Vegas, Nevada, USA","Dec 15, 2012",Lightweight,3,4:11,3,SUB,Red,False,Armbar,Mike Rio,John Cofer,2012-12-15
2233,"Las Vegas, Nevada, USA","Dec 15, 2012",Flyweight,3,5:00,3,U-DEC,Blue,False,,Jared Papazian,Tim Elliott,2012-12-15
2234,"Gold Coast, Queensland, Australia","Dec 14, 2012",Lightweight,3,0:41,5,KO/TKO,Blue,False,Punch,George Sotiropoulos,Ross Pearson,2012-12-14
2235,"Gold Coast, Queensland, Australia","Dec 14, 2012",Lightweight,3,5:00,3,U-DEC,Blue,True,,Colin Fletcher,Norman Parke,2012-12-14
2236,"Gold Coast, Queensland, Australia","Dec 14, 2012",Middleweight,1,3:38,3,KO/TKO,Red,False,Punches,Hector Lombard,Rousimar Palhares,2012-12-14
2237,"Gold Coast, Queensland, Australia","Dec 14, 2012",Featherweight,1,1:55,3,KO/TKO,Red,False,Punch,Chad Mendes,Yaotzin Meza,2012-12-14
2238,"Gold Coast, Queensland, Australia","Dec 14, 2012",Welterweight,3,5:00,3,U-DEC,Red,False,,Mike Pierce,Seth Baczynski,2012-12-14
2239,"Gold Coast, Queensland, Australia","Dec 14, 2012",Lightweight,3,5:00,3,U-DEC,Blue,False,,Brendan Loughnane,Mike Wilkinson,2012-12-14
2240,"Gold Coast, Queensland, Australia","Dec 14, 2012",Light Heavyweight,1,4:35,3,KO/TKO,Blue,False,Punch,Nick Penner,Cody Donovan,2012-12-14
2241,"Montreal, Quebec, Canada","Nov 17, 2012",Welterweight,5,5:00,5,U-DEC,Red,True,,Georges St-Pierre,Carlos Condit,2012-11-17
2242,"Montreal, Quebec, Canada","Nov 17, 2012",Welterweight,1,0:46,3,KO/TKO,Red,False,Punch,Johny Hendricks,Martin Kampmann,2012-11-17
2243,"Montreal, Quebec, Canada","Nov 17, 2012",Middleweight,3,5:00,3,S-DEC,Red,False,,Francis Carmont,Tom Lawlor,2012-11-17
2244,"Montreal, Quebec, Canada","Nov 17, 2012",Lightweight,3,5:00,3,U-DEC,Blue,False,,Mark Bocek,Rafael Dos Anjos,2012-11-17
2245,"Montreal, Quebec, Canada","Nov 17, 2012",Featherweight,3,5:00,3,U-DEC,Blue,False,,Mark Hominick,Pablo Garza,2012-11-17
2246,"Montreal, Quebec, Canada","Nov 17, 2012",Middleweight,1,1:26,3,DQ,Red,False,,Patrick Cote,Alessio Sakara,2012-11-17
2247,"Montreal, Quebec, Canada","Nov 17, 2012",Light Heavyweight,1,2:24,3,SUB,Red,False,Rear Naked Choke,Cyrille Diabate,Chad Griggs,2012-11-17
2248,"Montreal, Quebec, Canada","Nov 17, 2012",Lightweight,3,5:00,3,U-DEC,Blue,False,,Sam Stout,John Makdessi,2012-11-17
2249,"Montreal, Quebec, Canada","Nov 17, 2012",Featherweight,3,5:00,3,S-DEC,Red,False,,Antonio Carvalho,Rodrigo Damm,2012-11-17
2250,"Montreal, Quebec, Canada","Nov 17, 2012",Welterweight,3,5:00,3,U-DEC,Red,False,,Matthew Riddle,John Maguire,2012-11-17
2251,"Montreal, Quebec, Canada","Nov 17, 2012",Bantamweight,1,2:44,3,SUB,Red,False,Armbar,Ivan Menjivar,Azamat Gashimov,2012-11-17
2252,"Montreal, Quebec, Canada","Nov 17, 2012",Featherweight,3,5:00,3,U-DEC,Blue,False,,Steven Siler,Darren Elkins,2012-11-17
2253,"Macau, China","Nov 10, 2012",Middleweight,1,2:17,5,KO/TKO,Blue,False,Punch,Rich Franklin,Cung Le,2012-11-10
2254,"Macau, China","Nov 10, 2012",Welterweight,3,5:00,3,U-DEC,Red,False,,Dong Hyun Kim,Paulo Thiago,2012-11-10
2255,"Macau, China","Nov 10, 2012",Lightweight,3,5:00,3,S-DEC,Red,False,,Takanori Gomi,Mac Danzig,2012-11-10
2256,"Macau, China","Nov 10, 2012",Lightweight,3,5:00,3,U-DEC,Blue,False,,Tiequan Zhang,Jon Tuck,2012-11-10
2257,"Macau, China","Nov 10, 2012",Bantamweight,3,5:00,3,U-DEC,Red,False,,Takeya Mizugaki,Jeff Hougland,2012-11-10
2258,"Macau, China","Nov 10, 2012",Bantamweight,3,5:00,3,S-DEC,Red,False,,Alex Caceres,Motonobu Tezuka,2012-11-10
2259,"Macau, China","Nov 10, 2012",Flyweight,3,5:00,3,U-DEC,Blue,False,,Yasuhiro Urushitani,John Lineker,2012-11-10
2260,"Macau, China","Nov 10, 2012",Middleweight,3,5:00,3,U-DEC,Red,False,,Riki Fukuda,Tom DeBlass,2012-11-10
2261,"Rio de Janeiro, Brazil","Oct 13, 2012",Light Heavyweight,1,4:40,3,KO/TKO,Red,False,Knee,Anderson Silva,Stephan Bonnar,2012-10-13
2262,"Rio de Janeiro, Brazil","Oct 13, 2012",Light Heavyweight,2,5:00,3,KO/TKO,Red,False,,Glover Teixeira,Fabio Maldonado,2012-10-13
2263,"Rio de Janeiro, Brazil","Oct 13, 2012",Welterweight,3,5:00,3,U-DEC,Red,False,,Jon Fitch,Erick Silva,2012-10-13
2264,"Rio de Janeiro, Brazil","Oct 13, 2012",Light Heavyweight,2,4:29,3,SUB,Red,False,Anaconda Choke,Phil Davis,Wagner Prado,2012-10-13
2265,"Rio de Janeiro, Brazil","Oct 13, 2012",Welterweight,1,2:30,3,SUB,Red,False,Rear Naked Choke,Demian Maia,Rick Story,2012-10-13
2266,"Rio de Janeiro, Brazil","Oct 13, 2012",Featherweight,2,4:16,3,KO/TKO,Red,False,Punch,Rony Jason,Sam Sicilia,2012-10-13
2267,"Rio de Janeiro, Brazil","Oct 13, 2012",Lightweight,3,5:00,3,U-DEC,Red,False,,Gleison Tibau,Francisco Trinaldo,2012-10-13
2268,"Rio de Janeiro, Brazil","Oct 13, 2012",Featherweight,3,5:00,3,U-DEC,Red,False,,Diego Brandao,Joey Gambino,2012-10-13
2269,"Rio de Janeiro, Brazil","Oct 13, 2012",Welterweight,3,3:10,3,SUB,Red,False,Rear Naked Choke,Sergio Moraes,Renee Forte,2012-10-13
2270,"Rio de Janeiro, Brazil","Oct 13, 2012",Middleweight,3,5:00,3,U-DEC,Blue,False,,Luiz Cane,Chris Camozzi,2012-10-13
2271,"Rio de Janeiro, Brazil","Oct 13, 2012",Lightweight,3,5:00,3,S-DEC,Red,False,,Cristiano Marcello,Reza Madadi,2012-10-13
2272,"Nottingham, England, United Kingdom","Sep 29, 2012",Heavyweight,2,3:50,5,KO/TKO,Red,False,Punches,Stefan Struve,Stipe Miocic,2012-09-29
2273,"Nottingham, England, United Kingdom","Sep 29, 2012",Welterweight,3,5:00,3,U-DEC,Red,False,,Dan Hardy,Amir Sadollah,2012-09-29
2274,"Nottingham, England, United Kingdom","Sep 29, 2012",Bantamweight,1,3:40,3,KO/TKO,Red,False,Punch,Brad Pickett,Yves Jabouin,2012-09-29
2275,"Nottingham, England, United Kingdom","Sep 29, 2012",Lightweight,1,3:48,3,SUB,Blue,False,Armbar,Paul Sass,Matt Wiman,2012-09-29
2276,"Nottingham, England, United Kingdom","Sep 29, 2012",Welterweight,3,5:00,3,U-DEC,Red,False,,John Hathaway,John Maguire,2012-09-29
2277,"Nottingham, England, United Kingdom","Sep 29, 2012",Welterweight,1,2:28,3,KO/TKO,Red,False,,Che Mills,Duane Ludwig,2012-09-29
2278,"Nottingham, England, United Kingdom","Sep 29, 2012",Light Heavyweight,2,5:00,3,KO/TKO,Blue,False,,Kyle Kingsbury,Jimi Manuwa,2012-09-29
2279,"Nottingham, England, United Kingdom","Sep 29, 2012",Featherweight,3,5:00,3,S-DEC,Blue,False,,Andy Ogle,Akira Corassani,2012-09-29
2280,"Nottingham, England, United Kingdom","Sep 29, 2012",Middleweight,3,5:00,3,S-DEC,Blue,False,,Tom Watson,Brad Tavares,2012-09-29
2281,"Nottingham, England, United Kingdom","Sep 29, 2012",Catch Weight,1,3:34,3,SUB,Blue,False,Rear Naked Choke,DaMarques Johnson,Gunnar Nelson,2012-09-29
