,location,date,weight_class,finish_round,finish_round_time,no_of_rounds,finish,winner,title_bout,finish_details,r_fighter,b_fighter,date_dt
2282,"Nottingham, England, United Kingdom","Sep 29, 2012",Featherweight,1,0:23,3,KO/TKO,Blue,False,Punch,Jason Young,Robert Peralta,2012-09-29
2283,"Toronto, Ontario, Canada","Sep 22, 2012",Light Heavyweight,4,0:54,5,SUB,Red,True,Keylock,Jon Jones,Vitor Belfort,2012-09-22
2284,"Toronto, Ontario, Canada","Sep 22, 2012",Flyweight,5,5:00,5,S-DEC,Blue,True,,Joseph Benavidez,Demetrious Johnson,2012-09-22
2285,"Toronto, Ontario, Canada","Sep 22, 2012",Middleweight,3,5:00,3,U-DEC,Red,False,,Michael Bisping,Brian Stann,2012-09-22
2286,"Toronto, Ontario, Canada","Sep 22, 2012",Light Heavyweight,3,5:00,3,U-DEC,Red,False,,Matt Hamill,Roger Hollett,2012-09-22
2287,"Toronto, Ontario, Canada","Sep 22, 2012",Featherweight,1,2:40,3,KO/TKO,Red,False,Punch,Cub Swanson,Charles Oliveira,2012-09-22
2288,"Toronto, Ontario, Canada","Sep 22, 2012",Light Heavyweight,2,1:14,3,SUB,Blue,False,Armbar,Igor Pokrajac,Vinny Magalhaes,2012-09-22
2289,"Toronto, Ontario, Canada","Sep 22, 2012",Lightweight,3,5:00,3,U-DEC,Red,False,,TJ Grant,Evan Dunham,2012-09-22
2290,"Toronto, Ontario, Canada","Sep 22, 2012",Welterweight,3,5:00,3,U-DEC,Red,False,,Sean Pierson,Lance Benoist,2012-09-22
2291,"Toronto, Ontario, Canada","Sep 22, 2012",Featherweight,3,5:00,3,U-DEC,Blue,False,,Jimy Hettes,Marcus Brimage,2012-09-22
2292,"Toronto, Ontario, Canada","Sep 22, 2012",Welterweight,1,4:10,3,KO/TKO,Red,False,Punch,Seth Baczynski,Simeon Thoresen,2012-09-22
2293,"Toronto, Ontario, Canada","Sep 22, 2012",Bantamweight,1,1:09,3,SUB,Red,False,Rear Naked Choke,Mitch Gagnon,Walel Watson,2012-09-22
2294,"Toronto, Ontario, Canada","Sep 22, 2012",Welterweight,1,0:45,3,KO/TKO,Red,False,Punch,Kyle Noke,Charlie Brenneman,2012-09-22
2295,"Denver, Colorado, USA","Aug 11, 2012",Lightweight,5,5:00,5,S-DEC,Red,True,,Benson Henderson,Frankie Edgar,2012-08-11
2296,"Denver, Colorado, USA","Aug 11, 2012",Lightweight,1,1:16,3,KO/TKO,Red,False,Kick,Donald Cerrone,Melvin Guillard,2012-08-11
2297,"Denver, Colorado, USA","Aug 11, 2012",Middleweight,2,3:05,3,KO/TKO,Red,False,Punches,Yushin Okami,Buddy Roberts,2012-08-11
2298,"Denver, Colorado, USA","Aug 11, 2012",Featherweight,2,4:49,3,KO/TKO,Blue,False,Punch,Justin Lawrence,Max Holloway,2012-08-11
2299,"Denver, Colorado, USA","Aug 11, 2012",Featherweight,1,4:43,3,SUB,Red,False,Guillotine Choke,Dennis Bermudez,Tommy Hayden,2012-08-11
2300,"Denver, Colorado, USA","Aug 11, 2012",Middleweight,2,2:16,3,KO/TKO,Blue,False,Punch,Jared Hamman,Michael Kuiper,2012-08-11
2301,"Denver, Colorado, USA","Aug 11, 2012",Bantamweight,1,0:17,3,KO/TKO,Blue,False,Punch,Ken Stone,Erik Perez,2012-08-11
2302,"Denver, Colorado, USA","Aug 11, 2012",Bantamweight,3,5:00,3,U-DEC,Blue,False,,Dustin Pague,Chico Camus,2012-08-11
2303,"Denver, Colorado, USA","Aug 11, 2012",Featherweight,1,3:45,3,KO/TKO,Red,False,Punches,Nik Lentz,Eiji Mitsuoka,2012-08-11
2304,"Calgary, Alberta, Canada","Jul 21, 2012",Bantamweight,5,5:00,5,U-DEC,Blue,True,,Urijah Faber,Renan Barao,2012-07-21
2305,"Calgary, Alberta, Canada","Jul 21, 2012",Middleweight,3,5:00,3,S-DEC,Blue,False,,Hector Lombard,Tim Boetsch,2012-07-21
2306,"Calgary, Alberta, Canada","Jul 21, 2012",Heavyweight,3,5:00,3,U-DEC,Red,False,,Cheick Kongo,Shawn Jordan,2012-07-21
2307,"Calgary, Alberta, Canada","Jul 21, 2012",Welterweight,3,5:00,3,S-DEC,Blue,False,,Brian Ebersole,James Head,2012-07-21
2308,"Calgary, Alberta, Canada","Jul 21, 2012",Middleweight,3,5:00,3,U-DEC,Blue,False,,Court McGee,Nick Ring,2012-07-21
2309,"Calgary, Alberta, Canada","Jul 21, 2012",Light Heavyweight,1,0:07,3,KO/TKO,Blue,False,Punch,Anthony Perosh,Ryan Jimmo,2012-07-21
2310,"Calgary, Alberta, Canada","Jul 21, 2012",Bantamweight,3,1:39,3,SUB,Red,False,Rear Naked Choke,Bryan Caraway,Mitch Gagnon,2012-07-21
2311,"Calgary, Alberta, Canada","Jul 21, 2012",Featherweight,1,1:11,3,KO/TKO,Red,False,Punch,Antonio Carvalho,Daniel Pineda,2012-07-21
2312,"Calgary, Alberta, Canada","Jul 21, 2012",Lightweight,3,5:00,3,S-DEC,Blue,False,,Mitch Clarke,Anton Kuivanen,2012-07-21
2313,"San Jose, California, USA","Jul 11, 2012",Middleweight,2,1:37,5,KO/TKO,Blue,False,Elbow,Mark Munoz,Chris Weidman,2012-07-11
2314,"San Jose, California, USA","Jul 11, 2012",Light Heavyweight,3,5:00,3,U-DEC,Red,False,,James Te Huna,Joey Beltran,2012-07-11
2315,"San Jose, California, USA","Jul 11, 2012",Welterweight,3,5:00,3,U-DEC,Red,False,,Aaron Simpson,Kenny Robertson,2012-07-11
2316,"San Jose, California, USA","Jul 11, 2012",Middleweight,2,1:39,3,SUB,Blue,False,Rear Naked Choke,Karlos Vemola,Francis Carmont,2012-07-11
2317,"San Jose, California, USA","Jul 11, 2012",Bantamweight,1,2:33,3,SUB,Red,False,Rear Naked Choke,TJ Dillashaw,Vaughan Lee,2012-07-11
2318,"San Jose, California, USA","Jul 11, 2012",Lightweight,3,5:00,3,U-DEC,Red,False,,Rafael Dos Anjos,Anthony Njokuani,2012-07-11
2319,"San Jose, California, USA","Jul 11, 2012",Flyweight,3,5:00,3,U-DEC,Red,False,,Chris Cariaso,Josh Ferguson,2012-07-11
2320,"San Jose, California, USA","Jul 11, 2012",Middleweight,2,4:52,3,KO/TKO,Blue,False,Kick,Rafael Natal,Andrew Craig,2012-07-11
2321,"San Jose, California, USA","Jul 11, 2012",Welterweight,3,5:00,3,S-DEC,Red,False,,Marcelo Guimaraes,Dan Stittgen,2012-07-11
2322,"San Jose, California, USA","Jul 11, 2012",Bantamweight,2,0:25,3,KO/TKO,Red,False,Punch,Raphael Assuncao,Issei Tamura,2012-07-11
2323,"Belo Horizonte, Minas Gerais, Brazil","Jun 23, 2012",Catch Weight,5,5:00,5,U-DEC,Blue,False,,Wanderlei Silva,Rich Franklin,2012-06-23
2324,"Belo Horizonte, Minas Gerais, Brazil","Jun 23, 2012",Middleweight,3,5:00,4,U-DEC,Red,True,,Cezar Ferreira,Sergio Moraes,2012-06-23
2325,"Belo Horizonte, Minas Gerais, Brazil","Jun 23, 2012",Featherweight,3,5:00,4,U-DEC,Blue,True,,Godofredo Pepey,Rony Jason,2012-06-23
2326,"Belo Horizonte, Minas Gerais, Brazil","Jun 23, 2012",Heavyweight,1,2:28,3,KO/TKO,Red,False,Punch,Fabricio Werdum,Mike Russow,2012-06-23
2327,"Belo Horizonte, Minas Gerais, Brazil","Jun 23, 2012",Featherweight,3,5:00,3,U-DEC,Blue,False,,Iuri Alcantara,Hacran Dias,2012-06-23
2328,"Belo Horizonte, Minas Gerais, Brazil","Jun 23, 2012",Featherweight,1,2:12,3,SUB,Blue,False,Rear Naked Choke,Anistavio Medeiros,Rodrigo Damm,2012-06-23
2329,"Belo Horizonte, Minas Gerais, Brazil","Jun 23, 2012",Middleweight,1,4:21,3,KO/TKO,Blue,False,Punches,Delson Heleno,Francisco Trinaldo,2012-06-23
2330,"Belo Horizonte, Minas Gerais, Brazil","Jun 23, 2012",Featherweight,3,5:00,3,S-DEC,Blue,False,,John Teixeira,Hugo Viana,2012-06-23
2331,"Belo Horizonte, Minas Gerais, Brazil","Jun 23, 2012",Middleweight,3,0:41,3,KO/TKO,Red,False,Punch,Thiago Perpetuo,Leonardo Mafra,2012-06-23
2332,"Belo Horizonte, Minas Gerais, Brazil","Jun 23, 2012",Featherweight,3,1:04,3,KO/TKO,Red,False,Punches,Marcos Vinicius,Wagner Campos,2012-06-23
2333,"Atlantic City, New Jersey, USA","Jun 22, 2012",Lightweight,5,5:00,5,S-DEC,Red,False,,Gray Maynard,Clay Guida,2012-06-22
2334,"Atlantic City, New Jersey, USA","Jun 22, 2012",Lightweight,3,5:00,3,U-DEC,Red,False,,Sam Stout,Spencer Fisher,2012-06-22
2335,"Atlantic City, New Jersey, USA","Jun 22, 2012",Welterweight,3,5:00,3,U-DEC,Red,False,,Brian Ebersole,TJ Waldburger,2012-06-22
2336,"Atlantic City, New Jersey, USA","Jun 22, 2012",Featherweight,2,4:14,3,KO/TKO,Blue,False,Punch,Ross Pearson,Cub Swanson,2012-06-22
2337,"Atlantic City, New Jersey, USA","Jun 22, 2012",Featherweight,3,5:00,3,U-DEC,Blue,False,,Hatsu Hioki,Ricardo Lamas,2012-06-22
2338,"Atlantic City, New Jersey, USA","Jun 22, 2012",Lightweight,1,2:29,3,KO/TKO,Red,False,Punch,Ramsey Nijem,CJ Keith,2012-06-22
2339,"Atlantic City, New Jersey, USA","Jun 22, 2012",Welterweight,3,5:00,3,U-DEC,Red,False,,Rick Story,Brock Jardine,2012-06-22
2340,"Atlantic City, New Jersey, USA","Jun 22, 2012",Featherweight,1,2:47,3,SUB,Red,False,Guillotine Choke,Steven Siler,Joey Gambino,2012-06-22
2341,"Atlantic City, New Jersey, USA","Jun 22, 2012",Middleweight,3,1:51,3,KO/TKO,Blue,False,,Nick Catone,Chris Camozzi,2012-06-22
2342,"Atlantic City, New Jersey, USA","Jun 22, 2012",Welterweight,2,4:20,3,KO/TKO,Red,False,Knees,Matt Brown,Luis Ramos,2012-06-22
2343,"Atlantic City, New Jersey, USA","Jun 22, 2012",Welterweight,3,3:12,3,SUB,Red,False,Guillotine Choke,Dan Miller,Ricardo Funch,2012-06-22
2344,"Atlantic City, New Jersey, USA","Jun 22, 2012",Bantamweight,3,5:00,3,S-DEC,Red,False,,Ken Stone,Dustin Pague,2012-06-22
2345,"Las Vegas, Nevada, USA","May 26, 2012",Heavyweight,2,3:04,5,KO/TKO,Red,True,Punch,Junior Dos Santos,Frank Mir,2012-05-26
2346,"Las Vegas, Nevada, USA","May 26, 2012",Heavyweight,1,3:36,3,KO/TKO,Red,False,Punches,Cain Velasquez,Antonio Silva,2012-05-26
2347,"Las Vegas, Nevada, USA","May 26, 2012",Heavyweight,1,0:51,3,KO/TKO,Red,False,Punch,Roy Nelson,Dave Herman,2012-05-26
2348,"Las Vegas, Nevada, USA","May 26, 2012",Heavyweight,2,3:14,3,KO/TKO,Red,False,Elbows,Stipe Miocic,Shane del Rosario,2012-05-26
2349,"Las Vegas, Nevada, USA","May 26, 2012",Heavyweight,1,1:05,3,SUB,Red,False,Armbar,Stefan Struve,Lavar Johnson,2012-05-26
2350,"Las Vegas, Nevada, USA","May 26, 2012",Featherweight,3,5:00,3,U-DEC,Blue,False,,Diego Brandao,Darren Elkins,2012-05-26
2351,"Las Vegas, Nevada, USA","May 26, 2012",Lightweight,1,3:23,3,KO/TKO,Blue,False,Punches,Edson Barboza,Jamie Varner,2012-05-26
2352,"Las Vegas, Nevada, USA","May 26, 2012",Middleweight,3,5:00,3,U-DEC,Blue,False,,Jason Miller,CB Dollaway,2012-05-26
2353,"Las Vegas, Nevada, USA","May 26, 2012",Welterweight,1,3:51,3,KO/TKO,Red,False,Punch,Dan Hardy,Duane Ludwig,2012-05-26
2354,"Las Vegas, Nevada, USA","May 26, 2012",Lightweight,1,1:54,3,SUB,Blue,False,Triangle Choke,Jacob Volkmann,Paul Sass,2012-05-26
2355,"Las Vegas, Nevada, USA","May 26, 2012",Light Heavyweight,1,1:53,3,SUB,Blue,False,Arm Triangle,Kyle Kingsbury,Glover Teixeira,2012-05-26
2356,"Las Vegas, Nevada, USA","May 26, 2012",Featherweight,3,5:00,3,U-DEC,Red,False,,Mike Brown,Daniel Pineda,2012-05-26
2357,"Fairfax, Virginia, USA","May 15, 2012",Featherweight,4,1:07,5,SUB,Red,False,D'Arce Choke,Chan Sung Jung,Dustin Poirier,2012-05-15
2358,"Fairfax, Virginia, USA","May 15, 2012",Welterweight,3,5:00,3,S-DEC,Red,False,,Amir Sadollah,Jorge Lopez,2012-05-15
2359,"Fairfax, Virginia, USA","May 15, 2012",Lightweight,3,5:00,3,U-DEC,Red,False,,Donald Cerrone,Jeremy Stephens,2012-05-15
2360,"Fairfax, Virginia, USA","May 15, 2012",Bantamweight,3,5:00,3,U-DEC,Red,False,,Yves Jabouin,Jeff Hougland,2012-05-15
2361,"Fairfax, Virginia, USA","May 15, 2012",Light Heavyweight,3,5:00,3,U-DEC,Red,False,,Igor Pokrajac,Fabio Maldonado,2012-05-15
2362,"Fairfax, Virginia, USA","May 15, 2012",Middleweight,1,0:50,3,KO/TKO,Blue,False,Punch,Jason MacDonald,Tom Lawlor,2012-05-15
2363,"Fairfax, Virginia, USA","May 15, 2012",Middleweight,3,5:00,3,U-DEC,Red,False,,Brad Tavares,Dongi Yang,2012-05-15
2364,"Fairfax, Virginia, USA","May 15, 2012",Lightweight,1,3:05,3,SUB,Red,False,Guillotine Choke,Cody McKenzie,Marcus LeVesseur,2012-05-15
2365,"Fairfax, Virginia, USA","May 15, 2012",Lightweight,3,5:00,3,U-DEC,Red,False,,TJ Grant,Carlo Prater,2012-05-15
2366,"Fairfax, Virginia, USA","May 15, 2012",Lightweight,1,1:40,3,SUB,Red,False,Rear Naked Choke,Rafael Dos Anjos,Kamal Shalorus,2012-05-15
2367,"Fairfax, Virginia, USA","May 15, 2012",Bantamweight,3,5:00,3,U-DEC,Blue,False,,Jeff Curran,Johnny Eduardo,2012-05-15
2368,"Fairfax, Virginia, USA","May 15, 2012",Bantamweight,3,5:00,3,U-DEC,Blue,False,,Alex Soto,Francisco Rivera,2012-05-15
2369,"Atlanta, Georgia, USA","Apr 21, 2012",Light Heavyweight,5,5:00,5,U-DEC,Red,True,,Jon Jones,Rashad Evans,2012-04-21
2370,"Atlanta, Georgia, USA","Apr 21, 2012",Welterweight,2,2:20,3,KO/TKO,Red,False,Punches,Rory MacDonald,Che Mills,2012-04-21
2371,"Atlanta, Georgia, USA","Apr 21, 2012",Heavyweight,1,1:10,3,KO/TKO,Blue,False,Punch,Brendan Schaub,Ben Rothwell,2012-04-21
2372,"Atlanta, Georgia, USA","Apr 21, 2012",Bantamweight,1,3:18,3,KO/TKO,Blue,False,Punch,Miguel Torres,Michael McDonald,2012-04-21
2373,"Atlanta, Georgia, USA","Apr 21, 2012",Featherweight,3,5:00,3,S-DEC,Blue,False,,Mark Hominick,Eddie Yagin,2012-04-21
2374,"Atlanta, Georgia, USA","Apr 21, 2012",Lightweight,3,5:00,3,U-DEC,Red,False,,Mark Bocek,John Alessio,2012-04-21
2375,"Atlanta, Georgia, USA","Apr 21, 2012",Heavyweight,1,2:29,3,SUB,Red,False,Arm Triangle,Travis Browne,Chad Griggs,2012-04-21
2376,"Atlanta, Georgia, USA","Apr 21, 2012",Welterweight,3,5:00,3,U-DEC,Red,False,,Matt Brown,Stephen Thompson,2012-04-21
2377,"Atlanta, Georgia, USA","Apr 21, 2012",Lightweight,3,5:00,3,U-DEC,Blue,False,,John Makdessi,Anthony Njokuani,2012-04-21
2378,"Atlanta, Georgia, USA","Apr 21, 2012",Lightweight,3,5:00,3,U-DEC,Red,False,,Mac Danzig,Efrain Escudero,2012-04-21
2379,"Atlanta, Georgia, USA","Apr 21, 2012",Welterweight,3,5:00,3,S-DEC,Blue,False,,Keith Wisniewski,Chris Clements,2012-04-21
2380,"Atlanta, Georgia, USA","Apr 21, 2012",Featherweight,3,5:00,3,S-DEC,Red,False,,Marcus Brimage,Maximo Blanco,2012-04-21
2381,"Stockholm, Sweden","Apr 14, 2012",Light Heavyweight,3,5:00,3,U-DEC,Red,False,,Alexander Gustafsson,Thiago Silva,2012-04-14
2382,"Stockholm, Sweden","Apr 14, 2012",Middleweight,1,2:26,3,KO/TKO,Red,False,Punch,Brian Stann,Alessio Sakara,2012-04-14
2383,"Stockholm, Sweden","Apr 14, 2012",Welterweight,1,0:42,3,KO/TKO,Blue,False,Punch,Paulo Thiago,Siyar Bahadurzada,2012-04-14
2384,"Stockholm, Sweden","Apr 14, 2012",Featherweight,3,5:00,3,U-DEC,Red,False,,Dennis Siver,Diego Nunes,2012-04-14
2385,"Stockholm, Sweden","Apr 14, 2012",Welterweight,2,4:40,3,SUB,Blue,False,Armbar,DaMarques Johnson,John Maguire,2012-04-14
2386,"Stockholm, Sweden","Apr 14, 2012",Welterweight,1,4:33,3,SUB,Blue,False,Rear Naked Choke,Papy Abedi,James Head,2012-04-14
2387,"Stockholm, Sweden","Apr 14, 2012",Light Heavyweight,3,5:00,3,M-DEC,Red,False,,Cyrille Diabate,Tom DeBlass,2012-04-14
2388,"Stockholm, Sweden","Apr 14, 2012",Middleweight,2,1:42,3,SUB,Red,False,Rear Naked Choke,Francis Carmont,Magnus Cedenblad,2012-04-14
2389,"Stockholm, Sweden","Apr 14, 2012",Lightweight,2,1:28,3,SUB,Red,False,Guillotine Choke,Reza Madadi,Yoislandy Izquierdo,2012-04-14
2390,"Stockholm, Sweden","Apr 14, 2012",Welterweight,2,2:36,3,SUB,Red,False,Rear Naked Choke,Simeon Thoresen,Besam Yousef,2012-04-14
2391,"Stockholm, Sweden","Apr 14, 2012",Featherweight,3,5:00,3,U-DEC,Red,False,,Jason Young,Eric Wisely,2012-04-14
2392,"Saitama, Japan","Feb 25, 2012",Lightweight,5,5:00,5,U-DEC,Blue,True,,Frankie Edgar,Benson Henderson,2012-02-25
2393,"Saitama, Japan","Feb 25, 2012",Heavyweight,1,2:11,3,KO/TKO,Red,False,Punches,Mark Hunt,Cheick Kongo,2012-02-25
2394,"Saitama, Japan","Feb 25, 2012",Welterweight,3,5:00,3,U-DEC,Blue,False,,Yoshihiro Akiyama,Jake Shields,2012-02-25
2395,"Saitama, Japan","Feb 25, 2012",Middleweight,3,0:54,3,KO/TKO,Blue,False,Punches,Yushin Okami,Tim Boetsch,2012-02-25
2396,"Saitama, Japan","Feb 25, 2012",Featherweight,3,5:00,3,U-DEC,Red,False,,Hatsu Hioki,Bart Palaszewski,2012-02-25
2397,"Saitama, Japan","Feb 25, 2012",Lightweight,1,1:21,3,KO/TKO,Red,False,Kick,Anthony Pettis,Joe Lauzon,2012-02-25
2398,"Saitama, Japan","Feb 25, 2012",Lightweight,2,2:21,3,KO/TKO,Red,False,Punches,Takanori Gomi,Eiji Mitsuoka,2012-02-25
2399,"Saitama, Japan","Feb 25, 2012",Bantamweight,1,4:29,3,SUB,Blue,False,Armbar,Norifumi Yamamoto,Vaughan Lee,2012-02-25
2400,"Saitama, Japan","Feb 25, 2012",Middleweight,3,5:00,3,U-DEC,Red,False,,Riki Fukuda,Steve Cantwell,2012-02-25
2401,"Saitama, Japan","Feb 25, 2012",Bantamweight,3,5:00,3,U-DEC,Blue,False,,Takeya Mizugaki,Chris Cariaso,2012-02-25
2402,"Saitama, Japan","Feb 25, 2012",Featherweight,2,0:32,3,KO/TKO,Blue,False,Punch,Tiequan Zhang,Issei Tamura,2012-02-25
2403,"Omaha, Nebraska, USA","Feb 15, 2012",Welterweight,3,5:00,3,U-DEC,Blue,False,,Diego Sanchez,Jake Ellenberger,2012-02-15
2404,"Omaha, Nebraska, USA","Feb 15, 2012",Heavyweight,2,3:52,3,KO/TKO,Red,False,Punches,Stefan Struve,Dave Herman,2012-02-15
2405,"Omaha, Nebraska, USA","Feb 15, 2012",Middleweight,3,5:00,3,S-DEC,Blue,False,,Aaron Simpson,Ronny Markes,2012-02-15
2406,"Omaha, Nebraska, USA","Feb 15, 2012",Heavyweight,1,0:43,3,KO/TKO,Red,False,Punch,Stipe Miocic,Philip De Fries,2012-02-15
2407,"Omaha, Nebraska, USA","Feb 15, 2012",Bantamweight,3,5:00,3,U-DEC,Red,False,,TJ Dillashaw,Walel Watson,2012-02-15
2408,"Omaha, Nebraska, USA","Feb 15, 2012",Bantamweight,1,3:45,3,SUB,Red,False,Rear Naked Choke,Ivan Menjivar,John Albert,2012-02-15
2409,"Omaha, Nebraska, USA","Feb 15, 2012",Featherweight,1,1:32,3,KO/TKO,Red,False,Punches,Jonathan Brookins,Vagner Rocha,2012-02-15
2410,"Omaha, Nebraska, USA","Feb 15, 2012",Lightweight,3,5:00,3,U-DEC,Blue,False,,Anton Kuivanen,Justin Salas,2012-02-15
2411,"Omaha, Nebraska, USA","Feb 15, 2012",Lightweight,3,5:00,3,U-DEC,Red,False,,Tim Means,Bernardo Magalhaes,2012-02-15
2412,"Chicago, Illinois, USA","Jan 28, 2012",Light Heavyweight,5,5:00,5,U-DEC,Red,False,,Rashad Evans,Phil Davis,2012-01-28
2413,"Chicago, Illinois, USA","Jan 28, 2012",Middleweight,3,5:00,3,U-DEC,Red,False,,Chael Sonnen,Michael Bisping,2012-01-28
2414,"Chicago, Illinois, USA","Jan 28, 2012",Middleweight,3,5:00,3,U-DEC,Blue,False,,Demian Maia,Chris Weidman,2012-01-28
2415,"Chicago, Illinois, USA","Jan 28, 2012",Lightweight,2,5:00,3,KO/TKO,Red,False,,Evan Dunham,Nik Lentz,2012-01-28
2416,"Chicago, Illinois, USA","Jan 28, 2012",Heavyweight,3,5:00,3,U-DEC,Red,False,,Mike Russow,Jon Olav Einemo,2012-01-28
2417,"Chicago, Illinois, USA","Jan 28, 2012",Featherweight,2,2:22,3,KO/TKO,Red,False,Punch,Cub Swanson,George Roop,2012-01-28
2418,"Chicago, Illinois, USA","Jan 28, 2012",Featherweight,1,1:43,3,SUB,Red,False,Other - Lock,Charles Oliveira,Eric Wisely,2012-01-28
2419,"Chicago, Illinois, USA","Jan 28, 2012",Lightweight,3,5:00,3,U-DEC,Red,False,,Michael Johnson,Shane Roller,2012-01-28
2420,"Chicago, Illinois, USA","Jan 28, 2012",Heavyweight,1,4:24,3,KO/TKO,Blue,False,Punches,Joey Beltran,Lavar Johnson,2012-01-28
2421,"Nashville, Tennessee, USA","Jan 20, 2012",Lightweight,1,3:04,3,SUB,Blue,False,Rear Naked Choke,Melvin Guillard,Jim Miller,2012-01-20
2422,"Nashville, Tennessee, USA","Jan 20, 2012",Welterweight,1,3:04,3,SUB,Blue,False,Guillotine Choke,Duane Ludwig,Josh Neer,2012-01-20
2423,"Nashville, Tennessee, USA","Jan 20, 2012",Bantamweight,3,5:00,3,M-DEC,Red,False,,Mike Easton,Jared Papazian,2012-01-20
2424,"Nashville, Tennessee, USA","Jan 20, 2012",Heavyweight,1,3:38,3,KO/TKO,Red,False,Punch,Pat Barry,Christian Morecraft,2012-01-20
2425,"Nashville, Tennessee, USA","Jan 20, 2012",Middleweight,2,1:31,3,KO/TKO,Red,False,Punches,Jorge Rivera,Eric Schafer,2012-01-20
2426,"Nashville, Tennessee, USA","Jan 20, 2012",Lightweight,3,2:08,3,SUB,Blue,False,Rear Naked Choke,Kamal Shalorus,Khabib Nurmagomedov,2012-01-20
2427,"Nashville, Tennessee, USA","Jan 20, 2012",Welterweight,3,5:00,3,U-DEC,Red,False,,Charlie Brenneman,Daniel Roberts,2012-01-20
2428,"Nashville, Tennessee, USA","Jan 20, 2012",Lightweight,1,4:03,3,SUB,Red,False,Rear Naked Choke,Fabricio Camoes,Tommy Hayden,2012-01-20
2429,"Nashville, Tennessee, USA","Jan 20, 2012",Featherweight,1,1:37,3,SUB,Red,False,Rear Naked Choke,Daniel Pineda,Pat Schilling,2012-01-20
2430,"Nashville, Tennessee, USA","Jan 20, 2012",Bantamweight,1,0:22,3,KO/TKO,Blue,False,Elbows,Joseph Sandoval,Nick Denis,2012-01-20
2431,"Rio de Janeiro, Brazil","Jan 14, 2012",Featherweight,1,4:59,5,KO/TKO,Red,True,Knee,Jose Aldo,Chad Mendes,2012-01-14
2432,"Rio de Janeiro, Brazil","Jan 14, 2012",Middleweight,1,4:49,3,SUB,Red,False,Rear Naked Choke,Vitor Belfort,Anthony Johnson,2012-01-14
2433,"Rio de Janeiro, Brazil","Jan 14, 2012",Middleweight,1,1:03,3,SUB,Red,False,Heel Hook,Rousimar Palhares,Mike Massenzio,2012-01-14
2434,"Rio de Janeiro, Brazil","Jan 14, 2012",Welterweight,1,0:29,3,DQ,Blue,False,,Erick Silva,Carlo Prater,2012-01-14
2435,"Rio de Janeiro, Brazil","Jan 14, 2012",Lightweight,3,2:02,3,KO/TKO,Red,False,Kick,Edson Barboza,Terry Etim,2012-01-14
2436,"Rio de Janeiro, Brazil","Jan 14, 2012",Lightweight,3,5:00,3,U-DEC,Red,False,,Thiago Tavares,Sam Stout,2012-01-14
2437,"Rio de Janeiro, Brazil","Jan 14, 2012",Heavyweight,1,3:22,3,SUB,Red,False,Rear Naked Choke,Gabriel Gonzaga,Ednaldo Oliveira,2012-01-14
2438,"Rio de Janeiro, Brazil","Jan 14, 2012",Featherweight,3,5:00,3,U-DEC,Red,False,,Iuri Alcantara,Michihiro Omigawa,2012-01-14
2439,"Rio de Janeiro, Brazil","Jan 14, 2012",Welterweight,1,1:22,3,KO/TKO,Blue,False,Knees,Ricardo Funch,Mike Pyle,2012-01-14
2440,"Rio de Janeiro, Brazil","Jan 14, 2012",Featherweight,3,5:00,3,U-DEC,Red,False,,Felipe Arantes,Antonio Carvalho,2012-01-14
2441,"Las Vegas, Nevada, USA","Dec 30, 2011",Heavyweight,1,2:26,5,KO/TKO,Blue,False,Kick,Brock Lesnar,Alistair Overeem,2011-12-30
2442,"Las Vegas, Nevada, USA","Dec 30, 2011",Lightweight,3,5:00,3,U-DEC,Red,False,,Nate Diaz,Donald Cerrone,2011-12-30
2443,"Las Vegas, Nevada, USA","Dec 30, 2011",Welterweight,1,0:12,3,KO/TKO,Blue,False,Punch,Jon Fitch,Johny Hendricks,2011-12-30
2444,"Las Vegas, Nevada, USA","Dec 30, 2011",Light Heavyweight,1,2:13,3,KO/TKO,Blue,False,Punch,Vladimir Matyushenko,Alexander Gustafsson,2011-12-30
2445,"Las Vegas, Nevada, USA","Dec 30, 2011",Featherweight,3,5:00,3,U-DEC,Blue,False,,Nam Phan,Jimy Hettes,2011-12-30
2446,"Las Vegas, Nevada, USA","Dec 30, 2011",Featherweight,3,5:00,3,U-DEC,Red,False,,Ross Pearson,Junior Assuncao,2011-12-30
2447,"Las Vegas, Nevada, USA","Dec 30, 2011",Lightweight,3,5:00,3,S-DEC,Blue,False,,Anthony Njokuani,Danny Castillo,2011-12-30
2448,"Las Vegas, Nevada, USA","Dec 30, 2011",Welterweight,3,5:00,3,U-DEC,Red,False,,Dong Hyun Kim,Sean Pierson,2011-12-30
2449,"Las Vegas, Nevada, USA","Dec 30, 2011",Lightweight,3,5:00,3,U-DEC,Red,False,,Jacob Volkmann,Efrain Escudero,2011-12-30
2450,"Las Vegas, Nevada, USA","Dec 30, 2011",Featherweight,3,5:00,3,U-DEC,Blue,False,,Manvel Gamburyan,Diego Nunes,2011-12-30
2451,"Toronto, Ontario, Canada","Dec 10, 2011",Light Heavyweight,2,4:26,5,SUB,Red,True,Guillotine Choke,Jon Jones,Lyoto Machida,2011-12-10
2452,"Toronto, Ontario, Canada","Dec 10, 2011",Light Heavyweight,1,3:15,3,KO/TKO,Blue,False,Punches,Tito Ortiz,Rogerio Nogueira,2011-12-10
